Player ID,Date of Install,Campaign ID,LTV Estimate,Acquisition Cost,Ad Network,Game,Geography,Device,Other Targeting
39577350,6/5/14,30572147,15.12549813,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39577357,6/5/14,30572147,22.46368854,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578519,6/6/14,30572147,14.08946143,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578526,6/6/14,30572147,14.56948586,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578533,6/6/14,30572147,20.66817946,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578540,6/6/14,30572147,15.23424647,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578547,6/6/14,30572147,13.89310656,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578554,6/6/14,30572147,19.766959,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578561,6/6/14,30572147,21.81820329,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578568,6/6/14,30572147,18.65501454,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578575,6/6/14,30572147,14.20456526,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578582,6/6/14,30572147,19.69230303,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578589,6/6/14,30572147,13.67161171,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578596,6/6/14,30572147,15.21255965,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578603,6/6/14,30572147,13.83614796,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578610,6/6/14,30572147,21.45774795,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578617,6/6/14,30572147,16.50351163,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578624,6/6/14,30572147,22.3842347,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578631,6/6/14,30572147,18.53918303,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578638,6/6/14,30572147,19.37346482,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578645,6/6/14,30572147,18.78004347,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578652,6/6/14,30572147,22.3540617,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578659,6/6/14,30572147,17.31756186,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578666,6/6/14,30572147,15.42428137,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578673,6/6/14,30572147,20.70782886,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578680,6/6/14,30572147,14.92680334,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578687,6/6/14,30572147,18.32586738,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578694,6/6/14,30572147,19.44410807,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578701,6/6/14,30572147,6.516945498,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578708,6/6/14,30572147,11.4760433,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578715,6/6/14,30572147,18.87128704,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578722,6/6/14,30572147,19.58575018,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578729,6/6/14,30572147,14.21563138,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578736,6/6/14,30572147,17.89619057,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578743,6/6/14,30572147,23.53567789,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578750,6/6/14,30572147,18.71154574,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578757,6/6/14,30572147,13.65145502,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39578764,6/6/14,30572147,16.07013238,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580192,6/7/14,30572147,14.35069998,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580199,6/7/14,30572147,19.27936784,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580206,6/7/14,30572147,17.40327265,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580213,6/7/14,30572147,21.96414168,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580220,6/7/14,30572147,11.15494151,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580227,6/7/14,30572147,23.18565958,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580234,6/7/14,30572147,15.29944133,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580241,6/7/14,30572147,22.09869381,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580248,6/7/14,30572147,13.40624095,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580255,6/7/14,30572147,17.47200989,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580262,6/7/14,30572147,18.08590654,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580269,6/7/14,30572147,20.80288179,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580276,6/7/14,30572147,22.53566798,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580283,6/7/14,30572147,15.95365394,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580290,6/7/14,30572147,14.65113529,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580297,6/7/14,30572147,23.35490012,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580304,6/7/14,30572147,24.22165516,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580311,6/7/14,30572147,21.66605346,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580318,6/7/14,30572147,19.45358151,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580325,6/7/14,30572147,14.52394725,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580332,6/7/14,30572147,20.24813164,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580339,6/7/14,30572147,22.0663323,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580346,6/7/14,30572147,18.03478045,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580353,6/7/14,30572147,17.93344202,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580360,6/7/14,30572147,20.71371381,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580367,6/7/14,30572147,15.9593323,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580374,6/7/14,30572147,16.75951837,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580381,6/7/14,30572147,21.41134798,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580388,6/7/14,30572147,15.33272124,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580395,6/7/14,30572147,17.74725142,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580402,6/7/14,30572147,15.29773932,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580409,6/7/14,30572147,14.34995611,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580416,6/7/14,30572147,15.60627583,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580423,6/7/14,30572147,8.791872221,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580430,6/7/14,30572147,11.13091928,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580437,6/7/14,30572147,15.34376939,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580444,6/7/14,30572147,15.93755103,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580451,6/7/14,30572147,11.50139687,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580458,6/7/14,30572147,22.56090424,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580465,6/7/14,30572147,22.24368529,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580472,6/7/14,30572147,21.35150566,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580479,6/7/14,30572147,14.80798036,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39580486,6/7/14,30572147,25.74420591,1.25,Ads R Us,Fish Fry Mania,United States,iPad,(none)
39582187,6/1/14,30572160,6.3251828,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582194,6/1/14,30572160,7.660910249,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582201,6/1/14,30572160,7.262455325,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582208,6/1/14,30572160,6.694837404,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582215,6/1/14,30572160,6.592233502,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582222,6/1/14,30572160,5.119455528,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582229,6/1/14,30572160,10.61285056,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582236,6/1/14,30572160,10.4368227,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582243,6/1/14,30572160,6.820700288,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582250,6/1/14,30572160,8.111293889,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582257,6/1/14,30572160,9.855168739,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582264,6/1/14,30572160,7.660823761,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582271,6/1/14,30572160,8.385618012,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582278,6/1/14,30572160,12.11528231,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582285,6/1/14,30572160,6.96817035,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582292,6/1/14,30572160,7.86631236,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582299,6/1/14,30572160,9.25428416,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582306,6/1/14,30572160,9.105976636,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582313,6/1/14,30572160,8.247548415,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582320,6/1/14,30572160,10.50527077,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582327,6/1/14,30572160,10.9783996,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582334,6/1/14,30572160,7.851692778,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582341,6/1/14,30572160,5.692782578,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582348,6/1/14,30572160,7.764493123,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582355,6/1/14,30572160,11.39531324,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582362,6/1/14,30572160,8.309462039,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582369,6/1/14,30572160,9.951989463,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582376,6/1/14,30572160,5.242312787,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582383,6/1/14,30572160,8.092998717,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582390,6/1/14,30572160,6.582275036,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582397,6/1/14,30572160,6.201719151,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582404,6/1/14,30572160,11.51282651,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
39582411,6/1/14,30572160,9.954345832,1,Ads R Us,Fish Fry Mania,United States,iPhone,(none)
